name,team_id
"[{'site': 'WilliamHill', 'propability': '5/1'}]","[{'site': 'WilliamHill', 'propability': '7/1'}]","[{'site': 'WilliamHill', 'propability': '7/1'}]","[{'site': 'WilliamHill', 'propability': '9/1'}]","[{'site': 'WilliamHill', 'propability': '9/1'}]","[{'site': 'WilliamHill', 'propability': '14/1'}]","[{'site': 'WilliamHill', 'propability': '14/1'}]","[{'site': 'WilliamHill', 'propability': '20/1'}]","[{'site': 'WilliamHill', 'propability': '25/1'}]","[{'site': 'WilliamHill', 'propability': '25/1'}]","[{'site': 'WilliamHill', 'propability': '25/1'}]","[{'site': 'WilliamHill', 'propability': '33/1'}]","[{'site': 'WilliamHill', 'propability': '33/1'}]","[{'site': 'WilliamHill', 'propability': '33/1'}]","[{'site': 'WilliamHill', 'propability': '40/1'}]","[{'site': 'WilliamHill', 'propability': '66/1'}]","[{'site': 'WilliamHill', 'propability': '66/1'}]","[{'site': 'WilliamHill', 'propability': '80/1'}]","[{'site': 'WilliamHill', 'propability': '80/1'}]","[{'site': 'WilliamHill', 'propability': '80/1'}]","[{'site': 'WilliamHill', 'propability': '100/1'}]","[{'site': 'WilliamHill', 'propability': '100/1'}]","[{'site': 'WilliamHill', 'propability': '100/1'}]","[{'site': 'WilliamHill', 'propability': '100/1'}]","[{'site': 'WilliamHill', 'propability': '100/1'}]","[{'site': 'WilliamHill', 'propability': '125/1'}]","[{'site': 'WilliamHill', 'propability': '150/1'}]","[{'site': 'WilliamHill', 'propability': '150/1'}]","[{'site': 'WilliamHill', 'propability': '150/1'}]","[{'site': 'WilliamHill', 'propability': '150/1'}]","[{'site': 'WilliamHill', 'propability': '150/1'}]","[{'site': 'WilliamHill', 'propability': '150/1'}]","[{'site': 'WilliamHill', 'propability': '150/1'}]","[{'site': 'WilliamHill', 'propability': '150/1'}]","[{'site': 'WilliamHill', 'propability': '150/1'}]","[{'site': 'WilliamHill', 'propability': '250/1'}]","[{'site': 'WilliamHill', 'propability': '250/1'}]","[{'site': 'WilliamHill', 'propability': '250/1'}]","[{'site': 'WilliamHill', 'propability': '250/1'}]","[{'site': 'WilliamHill', 'propability': '250/1'}]","[{'site': 'WilliamHill', 'propability': '250/1'}]","[{'site': 'WilliamHill', 'propability': '250/1'}]","[{'site': 'WilliamHill', 'propability': '250/1'}]","[{'site': 'WilliamHill', 'propability': '250/1'}]","[{'site': 'WilliamHill', 'propability': '500/1'}]","[{'site': 'WilliamHill', 'propability': '500/1'}]","[{'site': 'WilliamHill', 'propability': '500/1'}]","[{'site': 'WilliamHill', 'propability': '500/1'}]","[{'site': 'WilliamHill', 'propability': '500/1'}]","[{'site': 'WilliamHill', 'propability': '500/1'}]","[{'site': 'WilliamHill', 'propability': '500/1'}]","[{'site': 'WilliamHill', 'propability': '500/1'}]","[{'site': 'WilliamHill', 'propability': '750/1'}]","[{'site': 'WilliamHill', 'propability': '750/1'}]","[{'site': 'WilliamHill', 'propability': '1000/1'}]","[{'site': 'WilliamHill', 'propability': '1000/1'}]"
Germany,Brazil,France,Argentina,Spain,Belgium,Italy,England,Colombia,Portugal,Russia,Chile,Holland,Uruguay,Croatia,Switzerland,USA,Mexico,Poland,Sweden,Algeria,Bosnia-Herzegovina,Japan,Serbia,Ukraine,Ecuador,Austria,Czech Republic,Denmark,Ghana,Greece,Ivory Coast,Nigeria,Turkey,Wales,Australia,Cameroon,Costa Rica,Iceland,Montenegro,Morocco,Republic of Ireland,Romania,South Korea,Bulgaria,Hungary,Iran,Norway,Paraguay,Senegal,Slovakia,Slovenia,Finland,Northern Ireland,Qatar,Scotland
"[{'site': 'WilliamHill', 'propability': '5/1'}]","[{'site': 'WilliamHill', 'propability': '7/1'}]","[{'site': 'WilliamHill', 'propability': '7/1'}]","[{'site': 'WilliamHill', 'propability': '9/1'}]","[{'site': 'WilliamHill', 'propability': '9/1'}]","[{'site': 'WilliamHill', 'propability': '14/1'}]","[{'site': 'WilliamHill', 'propability': '14/1'}]","[{'site': 'WilliamHill', 'propability': '20/1'}]","[{'site': 'WilliamHill', 'propability': '25/1'}]","[{'site': 'WilliamHill', 'propability': '25/1'}]","[{'site': 'WilliamHill', 'propability': '25/1'}]","[{'site': 'WilliamHill', 'propability': '33/1'}]","[{'site': 'WilliamHill', 'propability': '33/1'}]","[{'site': 'WilliamHill', 'propability': '33/1'}]","[{'site': 'WilliamHill', 'propability': '40/1'}]","[{'site': 'WilliamHill', 'propability': '66/1'}]","[{'site': 'WilliamHill', 'propability': '66/1'}]","[{'site': 'WilliamHill', 'propability': '80/1'}]","[{'site': 'WilliamHill', 'propability': '80/1'}]","[{'site': 'WilliamHill', 'propability': '80/1'}]","[{'site': 'WilliamHill', 'propability': '100/1'}]","[{'site': 'WilliamHill', 'propability': '100/1'}]","[{'site': 'WilliamHill', 'propability': '100/1'}]","[{'site': 'WilliamHill', 'propability': '100/1'}]","[{'site': 'WilliamHill', 'propability': '100/1'}]","[{'site': 'WilliamHill', 'propability': '125/1'}]","[{'site': 'WilliamHill', 'propability': '150/1'}]","[{'site': 'WilliamHill', 'propability': '150/1'}]","[{'site': 'WilliamHill', 'propability': '150/1'}]","[{'site': 'WilliamHill', 'propability': '150/1'}]","[{'site': 'WilliamHill', 'propability': '150/1'}]","[{'site': 'WilliamHill', 'propability': '150/1'}]","[{'site': 'WilliamHill', 'propability': '150/1'}]","[{'site': 'WilliamHill', 'propability': '150/1'}]","[{'site': 'WilliamHill', 'propability': '150/1'}]","[{'site': 'WilliamHill', 'propability': '250/1'}]","[{'site': 'WilliamHill', 'propability': '250/1'}]","[{'site': 'WilliamHill', 'propability': '250/1'}]","[{'site': 'WilliamHill', 'propability': '250/1'}]","[{'site': 'WilliamHill', 'propability': '250/1'}]","[{'site': 'WilliamHill', 'propability': '250/1'}]","[{'site': 'WilliamHill', 'propability': '250/1'}]","[{'site': 'WilliamHill', 'propability': '250/1'}]","[{'site': 'WilliamHill', 'propability': '250/1'}]","[{'site': 'WilliamHill', 'propability': '500/1'}]","[{'site': 'WilliamHill', 'propability': '500/1'}]","[{'site': 'WilliamHill', 'propability': '500/1'}]","[{'site': 'WilliamHill', 'propability': '500/1'}]","[{'site': 'WilliamHill', 'propability': '500/1'}]","[{'site': 'WilliamHill', 'propability': '500/1'}]","[{'site': 'WilliamHill', 'propability': '500/1'}]","[{'site': 'WilliamHill', 'propability': '500/1'}]","[{'site': 'WilliamHill', 'propability': '750/1'}]","[{'site': 'WilliamHill', 'propability': '750/1'}]","[{'site': 'WilliamHill', 'propability': '1000/1'}]","[{'site': 'WilliamHill', 'propability': '1000/1'}]"
Germany,Brazil,France,Argentina,Spain,Belgium,Italy,England,Colombia,Portugal,Russia,Chile,Holland,Uruguay,Croatia,Switzerland,USA,Mexico,Poland,Sweden,Algeria,Bosnia-Herzegovina,Japan,Serbia,Ukraine,Ecuador,Austria,Czech Republic,Denmark,Ghana,Greece,Ivory Coast,Nigeria,Turkey,Wales,Australia,Cameroon,Costa Rica,Iceland,Montenegro,Morocco,Republic of Ireland,Romania,South Korea,Bulgaria,Hungary,Iran,Norway,Paraguay,Senegal,Slovakia,Slovenia,Finland,Northern Ireland,Qatar,Scotland
5/1,7/1,7/1,9/1,9/1,14/1,14/1,20/1,25/1,25/1,25/1,33/1,33/1,33/1,40/1,66/1,66/1,80/1,80/1,80/1,100/1,100/1,100/1,100/1,100/1,125/1,150/1,150/1,150/1,150/1,150/1,150/1,150/1,150/1,150/1,250/1,250/1,250/1,250/1,250/1,250/1,250/1,250/1,250/1,500/1,500/1,500/1,500/1,500/1,500/1,500/1,500/1,750/1,750/1,1000/1,1000/1
Germany,Brazil,France,Argentina,Spain,Belgium,Italy,England,Colombia,Portugal,Russia,Chile,Holland,Uruguay,Croatia,Switzerland,USA,Mexico,Poland,Sweden,Algeria,Bosnia-Herzegovina,Japan,Serbia,Ukraine,Ecuador,Austria,Czech Republic,Denmark,Ghana,Greece,Ivory Coast,Nigeria,Turkey,Wales,Australia,Cameroon,Costa Rica,Iceland,Montenegro,Morocco,Republic of Ireland,Romania,South Korea,Bulgaria,Hungary,Iran,Norway,Paraguay,Senegal,Slovakia,Slovenia,Finland,Northern Ireland,Qatar,Scotland
5/1,7/1,7/1,9/1,9/1,14/1,14/1,20/1,25/1,25/1,25/1,33/1,33/1,33/1,40/1,66/1,66/1,80/1,80/1,80/1,100/1,100/1,100/1,100/1,100/1,125/1,150/1,150/1,150/1,150/1,150/1,150/1,150/1,150/1,150/1,250/1,250/1,250/1,250/1,250/1,250/1,250/1,250/1,250/1,500/1,500/1,500/1,500/1,500/1,500/1,500/1,500/1,750/1,750/1,1000/1,1000/1
Germany,Brazil,France,Argentina,Spain,Belgium,Italy,England,Colombia,Portugal,Russia,Chile,Holland,Uruguay,Croatia,Switzerland,USA,Mexico,Poland,Sweden,Algeria,Bosnia-Herzegovina,Japan,Serbia,Ukraine,Ecuador,Austria,Czech Republic,Denmark,Ghana,Greece,Ivory Coast,Nigeria,Turkey,Wales,Australia,Cameroon,Costa Rica,Iceland,Montenegro,Morocco,Republic of Ireland,Romania,South Korea,Bulgaria,Hungary,Iran,Norway,Paraguay,Senegal,Slovakia,Slovenia,Finland,Northern Ireland,Qatar,Scotland
5/1,7/1,7/1,9/1,9/1,14/1,14/1,20/1,25/1,25/1,25/1,33/1,33/1,33/1,40/1,66/1,66/1,80/1,80/1,80/1,100/1,100/1,100/1,100/1,100/1,125/1,150/1,150/1,150/1,150/1,150/1,150/1,150/1,150/1,150/1,250/1,250/1,250/1,250/1,250/1,250/1,250/1,250/1,250/1,500/1,500/1,500/1,500/1,500/1,500/1,500/1,500/1,750/1,750/1,1000/1,1000/1
Germany,Brazil,France,Argentina,Spain,Belgium,Italy,England,Colombia,Portugal,Russia,Chile,Holland,Uruguay,Croatia,Switzerland,USA,Mexico,Poland,Sweden,Algeria,Bosnia-Herzegovina,Japan,Serbia,Ukraine,Ecuador,Austria,Czech Republic,Denmark,Ghana,Greece,Ivory Coast,Nigeria,Turkey,Wales,Australia,Cameroon,Costa Rica,Iceland,Montenegro,Morocco,Republic of Ireland,Romania,South Korea,Bulgaria,Hungary,Iran,Norway,Paraguay,Senegal,Slovakia,Slovenia,Finland,Northern Ireland,Qatar,Scotland
5/1,7/1,7/1,9/1,9/1,14/1,14/1,20/1,25/1,25/1,25/1,33/1,33/1,33/1,40/1,66/1,66/1,80/1,80/1,80/1,100/1,100/1,100/1,100/1,100/1,125/1,150/1,150/1,150/1,150/1,150/1,150/1,150/1,150/1,150/1,250/1,250/1,250/1,250/1,250/1,250/1,250/1,250/1,250/1,500/1,500/1,500/1,500/1,500/1,500/1,500/1,500/1,750/1,750/1,1000/1,1000/1
Germany,Brazil,France,Argentina,Spain,Belgium,Italy,England,Colombia,Portugal,Russia,Chile,Holland,Uruguay,Croatia,Switzerland,USA,Mexico,Poland,Sweden,Algeria,Bosnia-Herzegovina,Japan,Serbia,Ukraine,Ecuador,Austria,Czech Republic,Denmark,Ghana,Greece,Ivory Coast,Nigeria,Turkey,Wales,Australia,Cameroon,Costa Rica,Iceland,Montenegro,Morocco,Republic of Ireland,Romania,South Korea,Bulgaria,Hungary,Iran,Norway,Paraguay,Senegal,Slovakia,Slovenia,Finland,Northern Ireland,Qatar,Scotland
5/1,7/1,7/1,9/1,9/1,14/1,14/1,20/1,25/1,25/1,25/1,33/1,33/1,33/1,40/1,66/1,66/1,80/1,80/1,80/1,100/1,100/1,100/1,100/1,100/1,125/1,150/1,150/1,150/1,150/1,150/1,150/1,150/1,150/1,150/1,250/1,250/1,250/1,250/1,250/1,250/1,250/1,250/1,250/1,500/1,500/1,500/1,500/1,500/1,500/1,500/1,500/1,750/1,750/1,1000/1,1000/1
Germany,Brazil,France,Argentina,Spain,Belgium,Italy,England,Colombia,Portugal,Russia,Chile,Holland,Uruguay,Croatia,Switzerland,USA,Mexico,Poland,Sweden,Algeria,Bosnia-Herzegovina,Japan,Serbia,Ukraine,Ecuador,Austria,Czech Republic,Denmark,Ghana,Greece,Ivory Coast,Nigeria,Turkey,Wales,Australia,Cameroon,Costa Rica,Iceland,Montenegro,Morocco,Republic of Ireland,Romania,South Korea,Bulgaria,Hungary,Iran,Norway,Paraguay,Senegal,Slovakia,Slovenia,Finland,Northern Ireland,Qatar,Scotland
"['5/1', 123]","['7/1', 88]","['7/1', 28]","['9/1', 129]","['9/1', 147]","['14/1', 174]","['14/1', 66]","['20/1', 14]","['25/1', 164]","['25/1', 154]","['25/1', 135]","['33/1', 130]","['33/1', 72]","['33/1', 189]","['40/1', 115]","['66/1', 26]","['66/1', 96]","['80/1', 83]","['80/1', 186]","['80/1', 64]","['100/1', 155]","['100/1', 108]","['100/1', 106]","['100/1', 198]","['100/1', 177]","['125/1', 193]","['150/1', 88]","['150/1', 4]","['150/1', 118]","['150/1', 30]","['150/1', 41]","['150/1', 188]","['150/1', 129]","['150/1', 148]","['150/1', 177]","['250/1', 93]","['250/1', 31]","['250/1', 164]","['250/1', 176]","['250/1', 128]","['250/1', 175]","['250/1', 95]","['250/1', 110]","['250/1', 65]","['500/1', 184]","['500/1', 119]","['500/1', 156]","['500/1', 110]","['500/1', 83]","['500/1', 130]","['500/1', 183]","['500/1', 199]","['750/1', 166]","['750/1', 24]","['1000/1', 155]","['1000/1', 185]"
Germany,Brazil,France,Argentina,Spain,Belgium,Italy,England,Colombia,Portugal,Russia,Chile,Holland,Uruguay,Croatia,Switzerland,USA,Mexico,Poland,Sweden,Algeria,Bosnia-Herzegovina,Japan,Serbia,Ukraine,Ecuador,Austria,Czech Republic,Denmark,Ghana,Greece,Ivory Coast,Nigeria,Turkey,Wales,Australia,Cameroon,Costa Rica,Iceland,Montenegro,Morocco,Republic of Ireland,Romania,South Korea,Bulgaria,Hungary,Iran,Norway,Paraguay,Senegal,Slovakia,Slovenia,Finland,Northern Ireland,Qatar,Scotland
"5/1,109/1","7/1,99/1","7/1,51/1","9/1,97/1","9/1,186/1","14/1,6/1","14/1,157/1","20/1,92/1","25/1,15/1","25/1,192/1","25/1,151/1","33/1,5/1","33/1,1/1","33/1,13/1","40/1,25/1","66/1,130/1","66/1,185/1","80/1,189/1","80/1,23/1","80/1,160/1","100/1,9/1","100/1,176/1","100/1,200/1","100/1,85/1","100/1,100/1","125/1,7/1","150/1,81/1","150/1,162/1","150/1,27/1","150/1,111/1","150/1,1/1","150/1,6/1","150/1,185/1","150/1,174/1","150/1,116/1","250/1,151/1","250/1,154/1","250/1,147/1","250/1,42/1","250/1,162/1","250/1,32/1","250/1,117/1","250/1,82/1","250/1,32/1","500/1,45/1","500/1,142/1","500/1,109/1","500/1,101/1","500/1,24/1","500/1,64/1","500/1,87/1","500/1,12/1","750/1,20/1","750/1,52/1","1000/1,110/1","1000/1,177/1"
Germany,Brazil,France,Argentina,Spain,Belgium,Italy,England,Colombia,Portugal,Russia,Chile,Holland,Uruguay,Croatia,Switzerland,USA,Mexico,Poland,Sweden,Algeria,Bosnia-Herzegovina,Japan,Serbia,Ukraine,Ecuador,Austria,Czech Republic,Denmark,Ghana,Greece,Ivory Coast,Nigeria,Turkey,Wales,Australia,Cameroon,Costa Rica,Iceland,Montenegro,Morocco,Republic of Ireland,Romania,South Korea,Bulgaria,Hungary,Iran,Norway,Paraguay,Senegal,Slovakia,Slovenia,Finland,Northern Ireland,Qatar,Scotland
"5/1,12/1","7/1,95/1","7/1,123/1","9/1,53/1","9/1,65/1","14/1,29/1","14/1,78/1","20/1,70/1","25/1,17/1","25/1,60/1","25/1,111/1","33/1,49/1","33/1,174/1","33/1,146/1","40/1,42/1","66/1,108/1","66/1,25/1","80/1,155/1","80/1,31/1","80/1,76/1","100/1,172/1","100/1,192/1","100/1,192/1","100/1,126/1","100/1,111/1","125/1,103/1","150/1,124/1","150/1,180/1","150/1,136/1","150/1,11/1","150/1,124/1","150/1,10/1","150/1,17/1","150/1,75/1","150/1,103/1","250/1,120/1","250/1,167/1","250/1,26/1","250/1,54/1","250/1,148/1","250/1,139/1","250/1,135/1","250/1,74/1","250/1,23/1","500/1,198/1","500/1,101/1","500/1,198/1","500/1,146/1","500/1,112/1","500/1,72/1","500/1,52/1","500/1,17/1","750/1,81/1","750/1,82/1","1000/1,81/1","1000/1,133/1"
Germany,Brazil,France,Argentina,Spain,Belgium,Italy,England,Colombia,Portugal,Russia,Chile,Holland,Uruguay,Croatia,Switzerland,USA,Mexico,Poland,Sweden,Algeria,Bosnia-Herzegovina,Japan,Serbia,Ukraine,Ecuador,Austria,Czech Republic,Denmark,Ghana,Greece,Ivory Coast,Nigeria,Turkey,Wales,Australia,Cameroon,Costa Rica,Iceland,Montenegro,Morocco,Republic of Ireland,Romania,South Korea,Bulgaria,Hungary,Iran,Norway,Paraguay,Senegal,Slovakia,Slovenia,Finland,Northern Ireland,Qatar,Scotland
"5/1,158/1,10/1","7/1,122/1,78/1","7/1,196/1,39/1","9/1,123/1,68/1","9/1,28/1,20/1","14/1,21/1,69/1","14/1,136/1,33/1","20/1,121/1,76/1","25/1,40/1,45/1","25/1,46/1,39/1","25/1,7/1,90/1","33/1,146/1,94/1","33/1,41/1,71/1","33/1,157/1,29/1","40/1,141/1,80/1","66/1,30/1,25/1","66/1,117/1,88/1","80/1,98/1,39/1","80/1,133/1,37/1","80/1,32/1,39/1","100/1,157/1,18/1","100/1,156/1,54/1","100/1,19/1,79/1","100/1,59/1,92/1","100/1,137/1,90/1","125/1,149/1,47/1","150/1,150/1,12/1","150/1,159/1,84/1","150/1,53/1,68/1","150/1,133/1,16/1","150/1,15/1,26/1","150/1,47/1,67/1","150/1,99/1,100/1","150/1,108/1,26/1","150/1,18/1,89/1","250/1,197/1,75/1","250/1,78/1,13/1","250/1,192/1,60/1","250/1,112/1,32/1","250/1,113/1,80/1","250/1,92/1,17/1","250/1,37/1,40/1","250/1,150/1,38/1","250/1,180/1,80/1","500/1,93/1,51/1","500/1,67/1,91/1","500/1,83/1,55/1","500/1,51/1,58/1","500/1,122/1,33/1","500/1,119/1,53/1","500/1,61/1,19/1","500/1,131/1,11/1","750/1,63/1,57/1","750/1,165/1,98/1","1000/1,147/1,78/1","1000/1,150/1,6/1"
